#SETTING::name->Infinite_Bonus_Level
#SETTING::shuffle->true
#SETTING::doGaps->true
#SETTING::infinite->true
#SETTING::autoCoinSpawn->true

#ALIAS::1->InanimateClone
#ALIAS::2->FallBox
#ALIAS::3->BreakBox

#ALIAS::10->DefaultCoin
#ALIAS::11->SuperCoin
#ALIAS::12->GoodBoyCoin
#ALIAS::13->ExtraLife

#ALIAS::20->Launcher
#ALIAS::21->MissileLauncher
#ALIAS::22->WeaknessCannon:1
#ALIAS::23->CannonWeakness:1
#ALIAS::24->WeaknessCannon:2
#ALIAS::25->CannonWeakness:2

#ALIAS::30->MrHeli
#ALIAS::31->Apache:Pizza
#ALIAS::32->Apache:MonsterPizza
#ALIAS::33->Apache:Jumper

#ALIAS::40->Jumper

#ALIAS::50->Pizza
#ALIAS::51->MonsterPizza

#ALIAS::100->SpriteDummy:8:5:intro.png
#ALIAS::101->MovingBox:1
#ALIAS::102->MovingBox:2
#ALIAS::103->MovingBox:3


{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	12	12	0 }
{0	0	12	12	0	0	0	12	12	0 }
{0	0	12	12	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	1	1	0 }
{0	0	1	1	0	0	0	1	1	0 }
{0	0	1	1	0	0	0	1	1	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	10	10	10	10	10	10	0	0 }
{0	0	10	10	10	10	10	10	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	10	10	0	0 }
{0	0	0	0	0	0	10	10	0	0 }
{0	0	0	10	10	0	0	0	0	0 }
{0	0	0	10	10	0	1	1	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	1	1	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	0	0	0	0	0	0	0	0 }
}
{
{0	0	1	1	1	1	1	1	0	0 }
{0	0	20	0	1	1	0	20	0	0 }
{0	0	0	0	1	1	0	0	0	0 }
{0	0	0	0	20	20	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	1	1	0	0	0	0 }
{0	0	0	0	20	20	0	0	0	0 }
{0	0	0	0	0	0	0	0	0	0 }
