#SETTING::name->MY_DEMO_LEVEL
#SETTING::shuffle->false
#SETTING::doGaps->true
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false


#ALIAS::1->Inanimate
#ALIAS::2->FallBox
#ALIAS::3->AnswerBox
#ALIAS::4->BlockadeBox

#ALIAS::10->DefaultCoin
#ALIAS::11->MagicCoin

#ALIAS::20->Pizza
 


{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}

{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}

{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}

{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}

{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}

{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1 }
}
